State,City,Location,Pin Code,Bank,Restaurant,Hospital,Shopping Mall,School
Karnataka,Bangalore,Devasandra,560036,Bank9,Dineout9,CareCentre9,Mall9,DPS9
Karnataka,Bangalore,Dharmaram College,560029,Bank10,Dineout10,CareCentre10,Mall10,DPS10
Karnataka,Bangalore,Doddagubbi,562149,Bank11,Dineout11,CareCentre11,Mall11,DPS11
Karnataka,Bangalore,Doddajala,562157,Bank1,Dineout1,CareCentre1,Mall1,DPS1
Karnataka,Bangalore,Doddakallasandra,560062,Bank2,Dineout2,CareCentre2,Mall2,DPS2
Karnataka,Bangalore,Doddakallasandra,560062,Bank3,Dineout3,CareCentre3,Mall3,DPS3
Karnataka,Bangalore,Doddanekkundi,560037,Bank4,Dineout4,CareCentre4,Mall4,DPS4
Karnataka,Bangalore,Domlur,560071,Bank5,Dineout5,CareCentre5,Mall5,DPS5
Karnataka,Bangalore,Dommasandra,562125,Bank6,Dineout6,CareCentre6,Mall6,DPS6
Karnataka,Bangalore,Doorvaninagar,560016,Bank7,Dineout7,CareCentre7,Mall7,DPS7
Karnataka,Bangalore,Dr. ambedkar veedhi,560001,Bank8,Dineout8,CareCentre8,Mall8,DPS8
Karnataka,Bangalore,Electronics City,560100,Bank9,Dineout9,CareCentre9,Mall9,DPS9
Karnataka,Bangalore,Fraser Town,560005,Bank10,Dineout10,CareCentre10,Mall10,DPS10
Karnataka,Bangalore,G.K.v.k.,560065,Bank11,Dineout11,CareCentre11,Mall11,DPS11
Karnataka,Bangalore,Gaviopuram Extension,560019,Bank1,Dineout1,CareCentre1,Mall1,DPS1
Karnataka,Bangalore,Gaviopuram Guttanahalli,560019,Bank2,Dineout2,CareCentre2,Mall2,DPS2
Karnataka,Bangalore,Gayathrinagar,560021,Bank3,Dineout3,CareCentre3,Mall3,DPS3
Karnataka,Bangalore,Girinagar,560085,Bank4,Dineout4,CareCentre4,Mall4,DPS4
Karnataka,Bangalore,Goraguntepalya,560022,Bank5,Dineout5,CareCentre5,Mall5,DPS5
Karnataka,Bangalore,Goripalya,560026,Bank6,Dineout6,CareCentre6,Mall6,DPS6
Karnataka,Bangalore,Goripalya,560026,Bank7,Dineout7,CareCentre7,Mall7,DPS7
Karnataka,Bangalore,Governmemnt Electric factory,560026,Bank8,Dineout8,CareCentre8,Mall8,DPS8
Karnataka,Bangalore,Govindapalya,560013,Bank9,Dineout9,CareCentre9,Mall9,DPS9
Karnataka,Bangalore,Gunjur,560087,Bank10,Dineout10,CareCentre10,Mall10,DPS10
Karnataka,Bangalore,H M t,560013,Bank11,Dineout11,CareCentre11,Mall11,DPS11
Karnataka,Bangalore,H.A. farm,560024,Bank1,Dineout1,CareCentre1,Mall1,DPS1
Karnataka,Bangalore,H.A.l ii stage,560008,Bank2,Dineout2,CareCentre2,Mall2,DPS2
Karnataka,Bangalore,H.K.p. road,560051,Bank3,Dineout3,CareCentre3,Mall3,DPS3
Karnataka,Bangalore,Hampinagar,560104,Bank4,Dineout4,CareCentre4,Mall4,DPS4
Karnataka,Bangalore,Handenahalli,562125,Bank5,Dineout5,CareCentre5,Mall5,DPS5
Karnataka,Bangalore,Harogadde,562106,Bank6,Dineout6,CareCentre6,Mall6,DPS6
Karnataka,Bangalore,Hebbal Kempapura,560024,Bank7,Dineout7,CareCentre7,Mall7,DPS7
Karnataka,Bangalore,Hennagara,562106,Bank8,Dineout8,CareCentre8,Mall8,DPS8
Karnataka,Bangalore,Highcourt,560001,Bank9,Dineout9,CareCentre9,Mall9,DPS9
Karnataka,Bangalore,Hongasandra,560068,Bank10,Dineout10,CareCentre10,Mall10,DPS10
Karnataka,Bangalore,Hoodi,560048,Bank11,Dineout11,CareCentre11,Mall11,DPS11
Karnataka,Bangalore,Horamavu,560043,Bank1,Dineout1,CareCentre1,Mall1,DPS1
Karnataka,Bangalore,Hosakerehalli,560085,Bank2,Dineout2,CareCentre2,Mall2,DPS2
Karnataka,Bangalore,Hosur Road,560030,Bank3,Dineout3,CareCentre3,Mall3,DPS3
Karnataka,Bangalore,Hsr Layout,560102,Bank4,Dineout4,CareCentre4,Mall4,DPS4
Karnataka,Bangalore,Hulimangala,562106,Bank5,Dineout5,CareCentre5,Mall5,DPS5
Karnataka,Bangalore,Hulimavu,560076,Bank6,Dineout6,CareCentre6,Mall6,DPS6
Karnataka,Bangalore,Hulsur Bazaar,560008,Bank7,Dineout7,CareCentre7,Mall7,DPS7
Karnataka,Bangalore,Hunasamaranahalli,562157,Bank8,Dineout8,CareCentre8,Mall8,DPS8
Karnataka,Bangalore,Immedihalli,560066,Bank9,Dineout9,CareCentre9,Mall9,DPS9
Karnataka,Bangalore,Indalavadi,562106,Bank10,Dineout10,CareCentre10,Mall10,DPS10
Karnataka,Bangalore,Indiranagar,560038,Bank11,Dineout11,CareCentre11,Mall11,DPS11
Karnataka,Bangalore,Indiranagar Com. complex,560038,Bank1,Dineout1,CareCentre1,Mall1,DPS1
Karnataka,Bangalore,Industrial Estate,560010,Bank2,Dineout2,CareCentre2,Mall2,DPS2
Karnataka,Bangalore,Isro Anthariksha bhavan,560094,Bank3,Dineout3,CareCentre3,Mall3,DPS3
Karnataka,Bangalore,Ittamadu Layout,560085,Bank4,Dineout4,CareCentre4,Mall4,DPS4
Karnataka,Bangalore,J P nagar,560078,Bank5,Dineout5,CareCentre5,Mall5,DPS5
Karnataka,Bangalore,J.C.nagar,560006,Bank6,Dineout6,CareCentre6,Mall6,DPS6
Karnataka,Bangalore,Jakkur,560064,Bank7,Dineout7,CareCentre7,Mall7,DPS7
Karnataka,Bangalore,Jalahalli,560013,Bank8,Dineout8,CareCentre8,Mall8,DPS8
Karnataka,Bangalore,Jalahalli East,560014,Bank9,Dineout9,CareCentre9,Mall9,DPS9
Karnataka,Bangalore,Jalahalli Village,560013,Bank10,Dineout10,CareCentre10,Mall10,DPS10
Karnataka,Bangalore,Jalahalli West,560015,Bank11,Dineout11,CareCentre11,Mall11,DPS11
Karnataka,Bangalore,Jalavayuvihar,560043,Bank1,Dineout1,CareCentre1,Mall1,DPS1
Karnataka,Bangalore,Jayanagar,560041,Bank2,Dineout2,CareCentre2,Mall2,DPS2
Karnataka,Bangalore,Jayanagar West,560070,Bank3,Dineout3,CareCentre3,Mall3,DPS3
Karnataka,Bangalore,Jayangar East,560069,Bank4,Dineout4,CareCentre4,Mall4,DPS4
Karnataka,Bangalore,Jayangar Iii block,560011,Bank5,Dineout5,CareCentre5,Mall5,DPS5
Karnataka,Bangalore,Jeevanahalli,560005,Bank6,Dineout6,CareCentre6,Mall6,DPS6
Karnataka,Bangalore,Jeevanbhimanagar,560066,Bank7,Dineout7,CareCentre7,Mall7,DPS7
Karnataka,Bangalore,Jigani,562106,Bank8,Dineout8,CareCentre8,Mall8,DPS8
Karnataka,Bangalore,Jp Nagar iii phase,560078,Bank9,Dineout9,CareCentre9,Mall9,DPS9
Karnataka,Bangalore,K H b colony,560079,Bank10,Dineout10,CareCentre10,Mall10,DPS10
Karnataka,Bangalore,K. g. road,560009,Bank11,Dineout11,CareCentre11,Mall11,DPS11
Karnataka,Bangalore,K.P.west,560020,Bank1,Dineout1,CareCentre1,Mall1,DPS1
Karnataka,Bangalore,Kacharakanahalli,560084,Bank2,Dineout2,CareCentre2,Mall2,DPS2
Karnataka,Bangalore,Kadabagere,562130,Bank3,Dineout3,CareCentre3,Mall3,DPS3
Karnataka,Bangalore,Kadugodi,560067,Bank4,Dineout4,CareCentre4,Mall4,DPS4
Karnataka,Bangalore,Kalkunte,560067,Bank5,Dineout5,CareCentre5,Mall5,DPS5
Karnataka,Bangalore,Kalyanagar,560043,Bank6,Dineout6,CareCentre6,Mall6,DPS6
Karnataka,Bangalore,Kamagondanahalli,560015,Bank7,Dineout7,CareCentre7,Mall7,DPS7
Karnataka,Bangalore,Kamakshipalya,560079,Bank8,Dineout8,CareCentre8,Mall8,DPS8
Karnataka,Bangalore,Kannamangala,560067,Bank9,Dineout9,CareCentre9,Mall9,DPS9
Karnataka,Bangalore,Kannur,562149,Bank10,Dineout10,CareCentre10,Mall10,DPS10
Karnataka,Bangalore,Kanteeravanagar,560096,Bank11,Dineout11,CareCentre11,Mall11,DPS11
Karnataka,Bangalore,Kathriguppe,560085,Bank1,Dineout1,CareCentre1,Mall1,DPS1
Karnataka,Bangalore,Kenchanahalli,560098,Bank2,Dineout2,CareCentre2,Mall2,DPS2
Karnataka,Bangalore,Kendriya Sadan,560034,Bank3,Dineout3,CareCentre3,Mall3,DPS3
Karnataka,Bangalore,Kendriya Vihar,560064,Bank1,Dineout1,CareCentre1,Mall1,DPS1
Karnataka,Bangalore,Kodigehalli,560092,Bank2,Dineout2,CareCentre2,Mall2,DPS2
Karnataka,Bangalore,Konanakunte,560062,Bank3,Dineout3,CareCentre3,Mall3,DPS3
Karnataka,Bangalore,Koramangala,560034,Bank4,Dineout4,CareCentre4,Mall4,DPS4
Karnataka,Bangalore,Koramangala I block,560034,Bank5,Dineout5,CareCentre5,Mall5,DPS5
Karnataka,Bangalore,Koramangala Vi bk,560095,Bank6,Dineout6,CareCentre6,Mall6,DPS6
Karnataka,Bangalore,Kothanur,560077,Bank7,Dineout7,CareCentre7,Mall7,DPS7
Karnataka,Bangalore,Krishnarajapuram,560036,Bank8,Dineout8,CareCentre8,Mall8,DPS8
Karnataka,Bangalore,Krishnarajapuram R s,560016,Bank9,Dineout9,CareCentre9,Mall9,DPS9
Karnataka,Bangalore,Kugur,562125,Bank10,Dineout10,CareCentre10,Mall10,DPS10
Karnataka,Bangalore,Kumaraswamy Layout,560078,Bank11,Dineout11,CareCentre11,Mall11,DPS11
Karnataka,Bangalore,Kumbalgodu,560074,Bank1,Dineout1,CareCentre1,Mall1,DPS1
Karnataka,Bangalore,Kundalahalli,560037,Bank2,Dineout2,CareCentre2,Mall2,DPS2
Karnataka,Bangalore,Lalbagh West,560004,Bank3,Dineout3,CareCentre3,Mall3,DPS3
Karnataka,Bangalore,Legislators Home,560001,Bank4,Dineout4,CareCentre4,Mall4,DPS4
Karnataka,Bangalore,Lingarajapuram,560084,Bank5,Dineout5,CareCentre5,Mall5,DPS5
Karnataka,Bangalore,M S r road,560054,Bank6,Dineout6,CareCentre6,Mall6,DPS6
Karnataka,Bangalore,Madhavan Park,560011,Bank7,Dineout7,CareCentre7,Mall7,DPS7
Karnataka,Bangalore,Madivala,560068,Bank8,Dineout8,CareCentre8,Mall8,DPS8
Karnataka,Bangalore,Magadi Road,560023,Bank9,Dineout9,CareCentre9,Mall9,DPS9
Karnataka,Bangalore,Mahadevapura,560048,Bank10,Dineout10,CareCentre10,Mall10,DPS10
Karnataka,Bangalore,Mahalakshmipuram Layout,560086,Bank11,Dineout11,CareCentre11,Mall11,DPS11
Karnataka,Bangalore,Mahatma Gandhi road,560001,Bank1,Dineout1,CareCentre1,Mall1,DPS1
Karnataka,Bangalore,Malkand Lines,560033,Bank2,Dineout2,CareCentre2,Mall2,DPS2
Karnataka,Bangalore,Mallathahalli,560056,Bank3,Dineout3,CareCentre3,Mall3,DPS3
Karnataka,Bangalore,Malleswaram,560003,Bank4,Dineout4,CareCentre4,Mall4,DPS4
Karnataka,Bangalore,Malleswaram West,560055,Bank5,Dineout5,CareCentre5,Mall5,DPS5
Karnataka,Bangalore,Mandalay Lines,560033,Bank6,Dineout6,CareCentre6,Mall6,DPS6
Karnataka,Bangalore,Marathahalli Colony,560037,Bank7,Dineout7,CareCentre7,Mall7,DPS7
Karnataka,Bangalore,Marsur,562106,Bank8,Dineout8,CareCentre8,Mall8,DPS8
Karnataka,Bangalore,Maruthi Sevanagar,560033,Bank9,Dineout9,CareCentre9,Mall9,DPS9
Karnataka,Bangalore,Mathikere,560054,Bank10,Dineout10,CareCentre10,Mall10,DPS10
Karnataka,Bangalore,Mavalli,560004,Bank11,Dineout11,CareCentre11,Mall11,DPS11
Karnataka,Bangalore,Mayasandra,562107,Bank1,Dineout1,CareCentre1,Mall1,DPS1
Karnataka,Bangalore,Medihalli,560049,Bank2,Dineout2,CareCentre2,Mall2,DPS2
Karnataka,Bangalore,Medimallasandra,560067,Bank3,Dineout3,CareCentre3,Mall3,DPS3
Karnataka,Bangalore,Mico Layout,560076,Bank4,Dineout4,CareCentre4,Mall4,DPS4
Karnataka,Bangalore,Milk Colony,560055,Bank5,Dineout5,CareCentre5,Mall5,DPS5
Karnataka,Bangalore,Mount St joseph,560076,Bank6,Dineout6,CareCentre6,Mall6,DPS6
Karnataka,Bangalore,Msrit,560054,Bank7,Dineout7,CareCentre7,Mall7,DPS7
Karnataka,Bangalore,Mundur,560049,Bank8,Dineout8,CareCentre8,Mall8,DPS8
Karnataka,Bangalore,Museum Road,560025,Bank9,Dineout9,CareCentre9,Mall9,DPS9
Karnataka,Bangalore,Muthanallur,560099,Bank10,Dineout10,CareCentre10,Mall10,DPS10
Karnataka,Bangalore,Muthusandra,560087,Bank11,Dineout11,CareCentre11,Mall11,DPS11
Karnataka,Bangalore,Naduvathi,560067,Bank1,Dineout1,CareCentre1,Mall1,DPS1
Karnataka,Bangalore,Nagarbhavi,560072,Bank2,Dineout2,CareCentre2,Mall2,DPS2
Karnataka,Bangalore,Nagasandra,560073,Bank3,Dineout3,CareCentre3,Mall3,DPS3
Karnataka,Bangalore,Nagavara,560045,Bank4,Dineout4,CareCentre4,Mall4,DPS4
Karnataka,Bangalore,Nal,560017,Bank5,Dineout5,CareCentre5,Mall5,DPS5
Karnataka,Bangalore,Nandinilayout,560096,Bank6,Dineout6,CareCentre6,Mall6,DPS6
Karnataka,Bangalore,Narasimharaja Colony,560019,Bank7,Dineout7,CareCentre7,Mall7,DPS7
Karnataka,Bangalore,Narasimjharaja Road,560002,Bank8,Dineout8,CareCentre8,Mall8,DPS8
Karnataka,Bangalore,Narayan Pillai street,560001,Bank9,Dineout9,CareCentre9,Mall9,DPS9
Karnataka,Bangalore,Nayandahalli,560039,Bank10,Dineout10,CareCentre10,Mall10,DPS10
Karnataka,Bangalore,Neralur,562107,Bank11,Dineout11,CareCentre11,Mall11,DPS11
Karnataka,Bangalore,New Tharaggupet,560002,Bank1,Dineout1,CareCentre1,Mall1,DPS1
Karnataka,Bangalore,New Thippasandra,560075,Bank2,Dineout2,CareCentre2,Mall2,DPS2
Karnataka,Bangalore,Okalipuram,560021,Bank3,Dineout3,CareCentre3,Mall3,DPS3
Karnataka,Bangalore,P&t Col. kavalbyrasandra,560032,Bank4,Dineout4,CareCentre4,Mall4,DPS4
Karnataka,Bangalore,Padmanabhnagar,560070,Bank5,Dineout5,CareCentre5,Mall5,DPS5
Karnataka,Bangalore,Palace Guttahalli,560003,Bank6,Dineout6,CareCentre6,Mall6,DPS6
Karnataka,Bangalore,Panathur,560087,Bank7,Dineout7,CareCentre7,Mall7,DPS7
Karnataka,Bangalore,Pasmpamahakavi Road,560004,Bank8,Dineout8,CareCentre8,Mall8,DPS8
Karnataka,Bangalore,Peenya I stage,560058,Bank9,Dineout9,CareCentre9,Mall9,DPS9
Karnataka,Bangalore,Peenya Ii stage,560058,Bank10,Dineout10,CareCentre10,Mall10,DPS10
Karnataka,Bangalore,Peenya Small industries,560058,Bank11,Dineout11,CareCentre11,Mall11,DPS11
Karnataka,Bangalore,R T nagar,560032,Bank1,Dineout1,CareCentre1,Mall1,DPS1
Karnataka,Bangalore,R.M.v. extension ii stage,560094,Bank2,Dineout2,CareCentre2,Mall2,DPS2
Karnataka,Bangalore,Rajajinagar,560010,Bank3,Dineout3,CareCentre3,Mall3,DPS3
Karnataka,Bangalore,Rajajinagar I block,560010,Bank4,Dineout4,CareCentre4,Mall4,DPS4
Karnataka,Bangalore,Rajajinagar Ivth block,560010,Bank5,Dineout5,CareCentre5,Mall5,DPS5
Karnataka,Bangalore,Rajanakunte,560064,Bank6,Dineout6,CareCentre6,Mall6,DPS6
Karnataka,Bangalore,Rajarajeshwarinagar,560098,Bank7,Dineout7,CareCentre7,Mall7,DPS7
Karnataka,Bangalore,Rajbhavan,560001,Bank8,Dineout8,CareCentre8,Mall8,DPS8
Karnataka,Bangalore,Ramachandrapuram,560021,Bank9,Dineout9,CareCentre9,Mall9,DPS9
Karnataka,Bangalore,Ramagondanahalli,560066,Bank10,Dineout10,CareCentre10,Mall10,DPS10
Karnataka,Bangalore,Ramakrishna Hegde nagar,560045,Bank11,Dineout11,CareCentre11,Mall11,DPS11
Karnataka,Bangalore,Ramamurthy Nagar,560016,Bank1,Dineout1,CareCentre1,Mall1,DPS1
Karnataka,Bangalore,Rameshnagar,560037,Bank2,Dineout2,CareCentre2,Mall2,DPS2
Karnataka,Bangalore,Richmond Town,560025,Bank3,Dineout3,CareCentre3,Mall3,DPS3
Karnataka,Bangalore,Rv Niketan,560059,Bank4,Dineout4,CareCentre4,Mall4,DPS4
Karnataka,Bangalore,Sadashivanagar,560080,Bank5,Dineout5,CareCentre5,Mall5,DPS5
Karnataka,Bangalore,Sahakaranagar P.o,560092,Bank6,Dineout6,CareCentre6,Mall6,DPS6
Karnataka,Bangalore,Samandur,562106,Bank7,Dineout7,CareCentre7,Mall7,DPS7
Karnataka,Bangalore,Samethanahalli,560067,Bank8,Dineout8,CareCentre8,Mall8,DPS8
Karnataka,Bangalore,Sampangiramnagar,560027,Bank9,Dineout9,CareCentre9,Mall9,DPS9
Karnataka,Bangalore,Sarjapura,562125,Bank10,Dineout10,CareCentre10,Mall10,DPS10
Karnataka,Bangalore,Science Institute,560012,Bank11,Dineout11,CareCentre11,Mall11,DPS11
Karnataka,Bangalore,Seshadripuram,560020,Bank1,Dineout1,CareCentre1,Mall1,DPS1
Karnataka,Bangalore,Shankarpura,560004,Bank2,Dineout2,CareCentre2,Mall2,DPS2
Karnataka,Bangalore,Shanthinagar,560027,Bank3,Dineout3,CareCentre3,Mall3,DPS3
Karnataka,Bangalore,Sidihoskote,562106,Bank4,Dineout4,CareCentre4,Mall4,DPS4
Karnataka,Bangalore,Singanayakanahalli,560064,Bank5,Dineout5,CareCentre5,Mall5,DPS5
Karnataka,Bangalore,Sivan Chetty gardens,560042,Bank6,Dineout6,CareCentre6,Mall6,DPS6
Karnataka,Bangalore,Someswarapura,560008,Bank7,Dineout7,CareCentre7,Mall7,DPS7
Karnataka,Bangalore,Sri Jayachamarajendra road,560002,Bank8,Dineout8,CareCentre8,Mall8,DPS8
Karnataka,Bangalore,Srirampuram,560021,Bank9,Dineout9,CareCentre9,Mall9,DPS9
Karnataka,Bangalore,St. john's medical college,560034,Bank10,Dineout10,CareCentre10,Mall10,DPS10
Karnataka,Bangalore,St. thomas town,560084,Bank11,Dineout11,CareCentre11,Mall11,DPS11
Karnataka,Bangalore,State Bank of mysore colony,560050,Bank1,Dineout1,CareCentre1,Mall1,DPS1
Karnataka,Bangalore,Subhashnagar,560009,Bank2,Dineout2,CareCentre2,Mall2,DPS2
Karnataka,Bangalore,Subramanyapura,560061,Bank3,Dineout3,CareCentre3,Mall3,DPS3
Karnataka,Bangalore,Swimming Pool extn,560003,Bank4,Dineout4,CareCentre4,Mall4,DPS4
Karnataka,Bangalore,Tarahunise,562157,Bank5,Dineout5,CareCentre5,Mall5,DPS5
Karnataka,Bangalore,Tavarekere,562130,Bank6,Dineout6,CareCentre6,Mall6,DPS6
Karnataka,Bangalore,Taverekere,560029,Bank7,Dineout7,CareCentre7,Mall7,DPS7
Karnataka,Bangalore,Thambuchetty Palya,560049,Bank8,Dineout8,CareCentre8,Mall8,DPS8
Karnataka,Bangalore,Thammanayakanahalli,562106,Bank9,Dineout9,CareCentre9,Mall9,DPS9
Karnataka,Bangalore,Tilaknagar,560041,Bank10,Dineout10,CareCentre10,Mall10,DPS10
Karnataka,Bangalore,Training Command iaf,560006,Bank11,Dineout11,CareCentre11,Mall11,DPS11
Karnataka,Bangalore,Tyagrajnagar,560028,Bank1,Dineout1,CareCentre1,Mall1,DPS1
Karnataka,Bangalore,Ullalu Upanagara,560056,Bank2,Dineout2,CareCentre2,Mall2,DPS2
Karnataka,Bangalore,Vanakanahalli,562106,Bank3,Dineout3,CareCentre3,Mall3,DPS3
Karnataka,Bangalore,Vartur,560087,Bank4,Dineout4,CareCentre4,Mall4,DPS4
Karnataka,Bangalore,Vasanthnagar,560052,Bank5,Dineout5,CareCentre5,Mall5,DPS5
Karnataka,Bangalore,Venkatarangapura,560003,Bank6,Dineout6,CareCentre6,Mall6,DPS6
Karnataka,Bangalore,Venkateshapura,560045,Bank7,Dineout7,CareCentre7,Mall7,DPS7
Karnataka,Bangalore,Vidhana Soudha,560001,Bank8,Dineout8,CareCentre8,Mall8,DPS8
Karnataka,Bangalore,Vidyanagara,562157,Bank9,Dineout9,CareCentre9,Mall9,DPS9
Karnataka,Bangalore,Vidyaranyapura,560097,Bank10,Dineout10,CareCentre10,Mall10,DPS10
Karnataka,Bangalore,Vijayanagar,560040,Bank11,Dineout11,CareCentre11,Mall11,DPS11
Karnataka,Bangalore,Vijayanagar East,560040,Bank1,Dineout1,CareCentre1,Mall1,DPS1
Karnataka,Bangalore,Vikramnagar,560078,Bank2,Dineout2,CareCentre2,Mall2,DPS2
Karnataka,Bangalore,Vimapura,560017,Bank3,Dineout3,CareCentre3,Mall3,DPS3
Karnataka,Bangalore,Virgonagar,560049,Bank4,Dineout4,CareCentre4,Mall4,DPS4
Karnataka,Bangalore,Visveswarapuram,560004,Bank5,Dineout5,CareCentre5,Mall5,DPS5
Karnataka,Bangalore,Viswaneedam,560091,Bank6,Dineout6,CareCentre6,Mall6,DPS6
Karnataka,Bangalore,Vittalnagar,560018,Bank7,Dineout7,CareCentre7,Mall7,DPS7
Karnataka,Bangalore,Viveknagar,560047,Bank8,Dineout8,CareCentre8,Mall8,DPS8
Karnataka,Bangalore,Vyalikaval Extn,560003,Bank9,Dineout9,CareCentre9,Mall9,DPS9
Karnataka,Bangalore,Wheel And axle plant,560064,Bank10,Dineout10,CareCentre10,Mall10,DPS10
Karnataka,Bangalore,Whitefield,560066,Bank11,Dineout11,CareCentre11,Mall11,DPS11
Karnataka,Bangalore,Wilson Garden,560027,Bank1,Dineout1,CareCentre1,Mall1,DPS1
Karnataka,Bangalore,Yadavanahalli,562107,Bank2,Dineout2,CareCentre2,Mall2,DPS2
Karnataka,Bangalore,Yediyur,560070,Bank3,Dineout3,CareCentre3,Mall3,DPS3
Karnataka,Bangalore,Yelachenahalli,560078,Bank4,Dineout4,CareCentre4,Mall4,DPS4
Karnataka,Bangalore,Yelahanka,560064,Bank5,Dineout5,CareCentre5,Mall5,DPS5
Karnataka,Bangalore,Yelahanka Satellite town,560064,Bank6,Dineout6,CareCentre6,Mall6,DPS6
Karnataka,Bangalore,Yemalur,560037,Bank7,Dineout7,CareCentre7,Mall7,DPS7
Karnataka,Bangalore,Yeshwanthpur Bazar,560022,Bank8,Dineout8,CareCentre8,Mall8,DPS8
Karnataka,Bangalore,Yeswanthpura,560022,Bank9,Dineout9,CareCentre9,Mall9,DPS9
